Date_of_Reporting	Deaths	deaths_cumulative	New_Local_Cases	New_Imported_Cases	New_Undetermined_Cases	New_Total_Cases	Unidentifiable	New_Local_Cases_Source	Notes	Num_Delayed	Date_of_Reporting_REPEAT	New_Local_Cases_Original	New_Local_Cases_20210522	New_Local_Cases_20210523	New_Local_Cases_20210524	New_Local_Cases_20210525	New_Local_Cases_20210526	New_Local_Cases_20210527	New_Local_Cases_20210528	ERR_New_Local_Cases_20210529_ERROR_REPORTED	New_Local_Cases_20210529	New_Local_Cases_20210530	New_Local_Cases_20210531	New_Local_Cases_20210601	New_Local_Cases_20210602	New_Local_Cases_20210603	New_Local_Cases_20210604	New_Local_Cases_20210605	New_Local_Cases_20210606	New_Local_Cases_Revised	Revised_Status	Specimen_from_Reported_COVID-19	Specimen_from_Reported_from_Home_Quarantine	Specimen_from_Enhanced_Surveillance	Total
2021/3/5	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	20	0	688	708
2021/3/6	PENDING	PENDING	0	7	0	7	NA	CDC_Facebook			2021/3/6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	17	0	333	350
2021/3/7	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/3/7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	12	0	165	177
2021/3/8	PENDING	PENDING	0	7	0	7	NA	CDC_Facebook			2021/3/8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	18	0	1075	1093
2021/3/9	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	16	0	341	357
2021/3/10	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	18	0	472	490
2021/3/11	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	25	0	601	626
2021/3/12	PENDING	PENDING	0	6	0	6	NA	CDC_Facebook			2021/3/12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	10	0	631	641
2021/3/13	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	6	0	206	212
2021/3/14	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	14	0	128	142
2021/3/15	PENDING	PENDING	0	5	0	5	NA	CDC_Facebook			2021/3/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	22	0	514	536
2021/3/16	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	22	0	630	652
2021/3/17	PENDING	PENDING	0	0	0	0	NA	CDC_Facebook			2021/3/17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	22	0	464	486
2021/3/18	PENDING	PENDING	0	8	0	8	NA	CDC_Facebook			2021/3/18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	19	0	341	360
2021/3/19	PENDING	PENDING	0	6	0	6	NA	CDC_Facebook			2021/3/19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	9	0	423	432
2021/3/20	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	10	0	209	219
2021/3/21	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	8	0	155	163
2021/3/22	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	18	0	785	803
2021/3/23	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	15	0	422	437
2021/3/24	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/3/24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	13	0	558	571
2021/3/25	PENDING	PENDING	0	3	0	3	NA	CDC_Facebook			2021/3/25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	30	0	686	716
2021/3/26	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	19	0	609	628
2021/3/27	PENDING	PENDING	0	7	0	7	NA	CDC_Facebook			2021/3/27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	17	0	235	252
2021/3/28	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/3/28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	3	0	161	164
2021/3/29	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	24	0	827	851
2021/3/30	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/3/30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	20	0	814	834
2021/3/31	PENDING	PENDING	0	6	0	6	NA	CDC_Facebook			2021/3/31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	23	0	942	965
2021/4/1	PENDING	PENDING	0	6	0	6	NA	CDC_Facebook			2021/4/1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	33	0	572	605
2021/4/2	PENDING	PENDING	0	3	0	3	NA	CDC_Facebook			2021/4/2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	15	0	261	276
2021/4/3	PENDING	PENDING	0	6	0	6	NA	CDC_Facebook			2021/4/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	11	0	279	290
2021/4/4	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/4/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	14	0	145	159
2021/4/5	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/4/5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	26	0	277	303
2021/4/6	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/4/6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	16	0	1144	1160
2021/4/7	PENDING	PENDING	0	0	0	0	NA	CDC_Facebook			2021/4/7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	23	0	636	659
2021/4/8	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/4/8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	13	0	656	669
2021/4/9	PENDING	PENDING	0	4	0	4	NA	CDC_Facebook		0	2021/4/9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	18	0	828	846
2021/4/10	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook		0	2021/4/10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	17	0	213	230
2021/4/11	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook		0	2021/4/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	11	0	148	159
2021/4/12	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook		0	2021/4/12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	27	0	728	755
2021/4/13	PENDING	PENDING	0	4	0	4	NA	CDC_Facebook		0	2021/4/13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	16	0	524	540
2021/4/14	PENDING	PENDING	0	5	0	5	NA	CDC_Facebook		0	2021/4/14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	20	0	578	598
2021/4/15	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook		0	2021/4/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	11	0	515	526
2021/4/16	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook		0	2021/4/16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	16	0	532	548
2021/4/17	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook		0	2021/4/17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	14	0	125	139
2021/4/18	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook		0	2021/4/18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	12	0	116	128
2021/4/19	PENDING	PENDING	0	3	0	3	NA	CDC_Facebook		0	2021/4/19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	27	0	692	719
2021/4/20	PENDING	PENDING	3	0	0	3	NA	TianXia	Revised from 2/0/0/0	0	2021/4/20	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	FALSE	13	0	513	526
2021/4/21	PENDING	PENDING	0	4	0	4	NA	TianXia		0	2021/4/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	18	0	819	837
2021/4/22	PENDING	PENDING	0	4	0	4	NA	TianXia		0	2021/4/22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	20	0	650	670
2021/4/23	PENDING	PENDING	2	2	0	4	NA	TianXia	Revised from 1/2/1/4	0	2021/4/23	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	30	0	803	833
2021/4/24	PENDING	PENDING	1	6	0	7	NA	TianXia	Revised from 0/6/1/7	0	2021/4/24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	21	0	522	543
2021/4/25	PENDING	PENDING	2	1	0	3	NA	TianXia	Revised from 0/2/1/3	0	2021/4/25	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	18	0	596	614
2021/4/26	PENDING	PENDING	2	2	0	4	NA	TianXia	Revised from 0/2/2/4	0	2021/4/26	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	36	0	1063	1099
2021/4/27	PENDING	PENDING	1	5	0	6	NA	TianXia	Revised from 1/5/0/6	0	2021/4/27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	18	0	734	752
2021/4/28	PENDING	PENDING	3	3	0	6	NA	TianXia	Revised from 3/3/0/6	0	2021/4/28	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	FALSE	23	0	741	764
2021/4/29	PENDING	PENDING	2	2	0	4	NA	TianXia	Revised from 2/2/1/5	0	2021/4/29	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	81	0	1066	1147
2021/4/30	PENDING	PENDING	3	4	0	7	NA	TianXia	Revised from 3/4/0/7	0	2021/4/30	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	FALSE	55	0	803	858
2021/5/1	PENDING	PENDING	1	3	0	4	NA	TianXia		0	2021/5/1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	30	0	354	384
2021/5/2	PENDING	PENDING	4	1	0	5	NA	TianXia	Revised from 4/1/0/5	0	2021/5/2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	FALSE	32	0	388	420
2021/5/3	PENDING	PENDING	2	6	0	8	NA	TianXia		0	2021/5/3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	54	0	1341	1395
2021/5/4	PENDING	PENDING	2	6	0	8	NA	TianXia	Revised from 0/6/2/8	0	2021/5/4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	35	0	956	991
2021/5/5	PENDING	PENDING	0	7	0	7	NA	TianXia		0	2021/5/5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	55	0	1040	1095
2021/5/6	PENDING	PENDING	1	12	0	13	NA	TianXia		0	2021/5/6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	43	0	966	1009
2021/5/7	PENDING	PENDING	0	5	0	5	NA	TianXia		0	2021/5/7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	36	0	1031	1067
2021/5/8	PENDING	PENDING	2	3	0	5	NA	TianXia	Revised from 1/3/1/5	0	2021/5/8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	FALSE	14	0	399	413
2021/5/9	PENDING	PENDING	0	1	0	1	NA	TianXia		0	2021/5/9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	30	0	650	680
2021/5/10	PENDING	PENDING	4	11	0	15	NA	TianXia	Revised from 3/11/1/15	0	2021/5/10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	FALSE	49	0	1188	1237
2021/5/11	PENDING	PENDING	7	4	0	11	NA	TianXia		0	2021/5/11	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	FALSE	72	0	1146	1218
2021/5/12	PENDING	PENDING	17	4	0	21	NA	TianXia	Revised from 16/4/1/21	0	2021/5/12	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	FALSE	124	0	2311	2435
2021/5/13	PENDING	PENDING	13	12	0	25	NA	TianXia		0	2021/5/13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	FALSE	149	0	3755	3904
2021/5/14	PENDING	PENDING	29	5	0	34	NA	TianXia		0	2021/5/14	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	FALSE	312	0	5875	6187
2021/5/15	PENDING	PENDING	180	5	0	185	NA	TianXia,CDC		0	2021/5/15	180	180	180	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	FALSE	284	0	6234	6518
2021/5/16	PENDING	PENDING	206	1	0	207	NA	TianXia,CDC		0	2021/5/16	206	245	257	269	276	276	276	280	280	280	280	283	283	283	283	283	284	284	284	TRUE	458	0	7979	8437
2021/5/17	PENDING	PENDING	333	2	0	335	NA	TianXia,CDC		0	2021/5/17	333	406	441	476	510	526	530	533	533	533	533	533	533	533	535	535	535	535	535	TRUE	378	0	15108	15486
2021/5/18	PENDING	PENDING	240	5	0	245	NA	TianXia,CDC		0	2021/5/18	240	325	355	382	414	437	447	454	454	454	454	455	455	455	456	456	456	456	456	TRUE	392	0	17721	18113
2021/5/19	PENDING	PENDING	267	8	0	275	NA	TianXia,CDC		0	2021/5/19	267	359	391	431	468	504	518	525	525	525	525	525	525	527	527	527	527	527	527	TRUE	407	0	17206	17613
2021/5/20	PENDING	PENDING	286	9	0	295	NA	TianXia,CDC		0	2021/5/20	286	360	375	405	435	458	467	474	474	474	474	474	474	474	474	474	474	474	474	TRUE	543	0	17488	18031
2021/5/21	PENDING	PENDING	312	3	0	315	NA	TianXia,CDC		0	2021/5/21	312	349	363	385	402	411	418	424	424	424	424	424	424	430	432	432	432	432	432	TRUE	718	0	21029	21747
2021/5/22	PENDING	PENDING	721	2	NA	723	NA	Press Conference	400 backlogged; CDC Changes Reporting	400	2021/5/22	321	321	353	380	402	429	451	464	472	472	472	472	472	472	472	473	473	473	473	TRUE	537	0	13953	14490
2021/5/23	6	PENDING	457	3	NA	460	NA	Press Conference; https://twitter.com/royngerng/status/1396350684753055745/photo/1	170 backlogged	170	2021/5/23	287	NA	287	344	384	430	454	476	487	487	487	488	489	490	490	491	491	491	491	TRUE	664	0	12216	12880
2021/5/24	6	PENDING	590	5	NA	595	NA	Press Conference	256 backlogged	256	2021/5/24	334	NA	NA	334	376	435	464	485	498	498	498	500	501	501	501	502	502	502	502	TRUE	664	0	22417	23081
2021/5/25	6	PENDING	542	2	NA	544	NA	Press Conference	261 backlogged	261	2021/5/25	281	NA	NA	NA	281	373	427	463	464	482	492	492	492	493	499	499	499	499	499	TRUE	923	0	23585	24508
2021/5/26	11	PENDING	633	2	NA	635	NA	Press Conference	331 backlogged	331	2021/5/26	302	NA	NA	NA	NA	302	395	467	475	505	527	527	527	530	532	532	532	532	532	TRUE	794	0	20405	21199
2021/5/27	13	PENDING	667	4	NA	671	NA	Press Conference	266 backlogged	266	2021/5/27	401	NA	NA	NA	NA	NA	401	461	515	493	512	514	517	524	528	529	529	529	529	TRUE	685	0	19243	19928
2021/5/28	19	PENDING	555	2	NA	557	143	Press Conference; https://twitter.com/royngerng/status/1398162585531211780/photo/1	258 backlogged	258	2021/5/28	297	NA	NA	NA	NA	NA	NA	297	387	342	365	371	372	397	414	415	415	415	415	TRUE	1665	0	27336	29001
2021/5/29	21	PENDING	486	7	NA	493	49	Press Conference	166 backlogged	166	2021/5/29	320	NA	NA	NA	NA	NA	NA	NA	320	320	335	342	349	378	402	407	415	415	415	TRUE	931	0	15043	15974
2021/5/30	10	110	355	0	NA	355	NA	Press Conference	89 backlogged	89	2021/5/30	266	NA	NA	NA	NA	NA	NA	NA	NA	NA	266	317	328	374	417	425	425	425	425	TRUE	600	0	12903	13503
2021/5/31	15	124	347	4	NA	351	NA	Press Conference	73 backlogged	73	2021/5/31	274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274	315	344	374	386	394	395	395	TRUE	914	0	26576	27490
2021/6/1	13	137	327	5	NA	332	NA	Press Conference	65 backlogged	65	2021/6/1	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	262	290	322	330	332	332	332	TRUE	934	0	29353	30287
2021/6/2	12	149	549	0	NA	549	NA	Press Conference	177 backlogged	177	2021/6/2	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	372	428	481	488	488	488	TRUE	956	0	27488	28444
2021/6/3	17	166	583	2	NA	585	NA	Press Conference	219 backlogged	219	2021/6/3	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	364	406	415	416	416	TRUE	885	0	24775	25660
2021/6/4	21	187	472	2	NA	474	NA	Press Conference	133 backlogged	133	2021/6/4	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	339	339	345	345	TRUE	830	0	27066	27896
2021/6/5	38	225	511	0	NA	511	NA	Press Conference	35 backlogged	35	2021/6/5	476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	476	476	476	TRUE	547	0	14839	15386
2021/6/6	36	260	343	0	NA	343	NA	Press Conference	8 backlogged	8	2021/6/6	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	335	335	TRUE	518	0	11240	11758
2021/6/7	26	286	211	3	NA	214	NA	Press Conference		0	2021/6/7	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211	FALSE	609	0	19566	20175
2021/6/8	22	308	219	0	NA	219	NA	Press Conference		0	2021/6/8	219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219	NA	NA	NA	NA	NA
